gene	expr	reptime	hic
INMT	463251.0	489.0	22.0
INO80	950881.0	181.0	41.0
INO80B	1069803.0	343.0	45.0
INO80C	368170.0	474.0	38.0
INO80D	290764.0	492.0	23.0
INO80E			
INPP1	682366.0	401.0	33.0
INPP4A	212473.0	623.0	41.0
INPP4B	51592.0	807.0	10.0
INPP5A	155331.0	452.0	12.0
INPP5B	445083.0	232.0	38.0
INPP5D	430468.0	259.0	37.0
INPP5E	1413299.0	233.0	44.0
INPP5F	656842.0	199.0	43.0
INPP5J	731144.0	218.0	40.0
INPP5K	1371893.0	220.0	24.0
INPPL1	744547.0	182.0	58.0
INS			
INS-IGF2	837088.0	579.0	38.0
INSC	161776.0	781.0	-17.0
INSIG1	263493.0		14.0
INSIG2	190880.0	537.0	8.0
INSL3	1216364.0	212.0	37.0
INSL4	372067.0	616.0	20.0
INSL5	335045.0	692.0	-16.0
INSL6	351963.0	629.0	20.0
INSM1	226483.0	808.0	-9.0
INSM2	313860.0	434.0	11.0
INSR	558979.0	505.0	21.0
INSRR			
INTS1	595899.0	243.0	38.0
INTS10	207502.0	242.0	10.0
INTS12	293906.0	417.0	3.0
INTS2	350722.0	380.0	2.0
INTS3	1687837.0	175.0	33.0
INTS4	577731.0	361.0	32.0
INTS5	2425755.0	248.0	51.0
INTS6	219283.0	371.0	38.0
INTS7	469325.0	370.0	16.0
INTS8	430887.0	389.0	38.0
INTS9	396951.0	403.0	42.0
INTU	211890.0	437.0	-11.0
INVS	246802.0	735.0	19.0
IP6K1	1429151.0	191.0	43.0
IP6K2	1646019.0	212.0	45.0
IP6K3	1558308.0	328.0	34.0
IPCEF1	100494.0	765.0	9.0
IPMK	153476.0	357.0	-28.0
IPO11	176850.0	735.0	18.0
IPO13	875223.0	214.0	39.0
IPO4	974559.0	220.0	41.0
IPO5	496805.0	532.0	2.0
IPO7	566709.0	145.0	21.0
IPO8	239796.0	580.0	-19.0
IPO9	764022.0	208.0	26.0
IPP	972928.0	146.0	29.0
IPPK	587288.0	484.0	46.0
IQCA1	112916.0	599.0	11.0
IQCB1	371177.0	520.0	32.0
IQCC	1460758.0	218.0	29.0
IQCD	417427.0	252.0	35.0
IQCE	777967.0	226.0	44.0
IQCF1	1013177.0	370.0	39.0
IQCF2	849777.0	453.0	39.0
IQCF3	849777.0	453.0	39.0
IQCG	612221.0	410.0	33.0
IQCH	275948.0	360.0	31.0
IQCJ	170382.0	930.0	-11.0
IQCK	289773.0	639.0	13.0
IQGAP1	1142649.0	150.0	37.0
IQGAP2	229166.0	675.0	34.0
IQGAP3	2095354.0	166.0	39.0
IQSEC1	516922.0	406.0	48.0
IQSEC2	886836.0		77.0
IQSEC3	241073.0	592.0	27.0
IQUB	89539.0	779.0	-21.0
IRAK1	2355024.0		25.0
IRAK1BP1	198307.0	832.0	-13.0
IRAK2	744536.0	224.0	49.0
IRAK3	239871.0	696.0	4.0
IRAK4	132735.0	558.0	-16.0
IREB2	506215.0	435.0	33.0
IRF1	713465.0	320.0	66.0
IRF2	207866.0	400.0	55.0
IRF2BP1	883734.0	203.0	39.0
IRF2BP2	503819.0	149.0	31.0
IRF3	1733181.0	195.0	36.0
IRF4	208360.0	631.0	48.0
IRF5	845100.0	361.0	49.0
IRF6	220312.0	429.0	18.0
IRF7	1774224.0	236.0	57.0
IRF8	407770.0	461.0	27.0
IRF9	974559.0	220.0	41.0
IRGC	452493.0	192.0	-2.0
IRGQ	428891.0	209.0	-2.0
IRS1	146164.0	493.0	-3.0
IRS2	217826.0	438.0	4.0
IRS4	110759.0		29.0
IRX1	7226.0	1155.0	-24.0
IRX2	18983.0	986.0	-29.0
IRX3	99177.0	509.0	-42.0
IRX4	387770.0	635.0	11.0
IRX5	100202.0	762.0	-46.0
IRX6	130838.0	706.0	-26.0
ISCA1	311398.0	417.0	8.0
ISCA1P1	177047.0	815.0	-3.0
ISCA2	749329.0	384.0	31.0
ISCU	437636.0	399.0	40.0
ISG15	1971475.0	239.0	15.0
ISG20	393645.0	605.0	14.0
ISG20L2	1851672.0	180.0	37.0
ISL1	27991.0	1083.0	-28.0
ISL2	289294.0	229.0	39.0
ISLR	492755.0	317.0	46.0
ISLR2	492755.0	317.0	46.0
ISM1	117713.0	704.0	-35.0
ISM2	504548.0	359.0	47.0
ISOC1	38196.0	985.0	-2.0
ISOC2	1048909.0	399.0	24.0
ISPD	285724.0	921.0	-20.0
ISX	234416.0	597.0	-76.0
ISY1	1142757.0	352.0	44.0
ISYNA1	1384225.0	259.0	42.0
ITCH	996942.0	155.0	37.0
ITFG1	489472.0	809.0	-5.0
ITFG2	495532.0	443.0	28.0
ITFG3	1304158.0	199.0	40.0
ITGA1	173759.0	379.0	9.0
ITGA10			
ITGA11	370132.0	531.0	41.0
ITGA2	193331.0	354.0	4.0
ITGA2B	1062294.0	172.0	38.0
ITGA3	1197823.0	210.0	20.0
ITGA4	233378.0	518.0	20.0
ITGA5	653663.0	190.0	42.0
ITGA6	381919.0	371.0	23.0
ITGA7	1746452.0	384.0	9.0
ITGA8	110825.0	853.0	-3.0
ITGA9	477042.0	601.0	18.0
ITGAD	839076.0	558.0	11.0
ITGAE	500884.0	176.0	28.0
ITGAL	2276763.0	142.0	57.0
ITGAM	1163323.0	478.0	7.0
ITGAV	266463.0	373.0	7.0
ITGAX	1122895.0	481.0	-2.0
ITGB1	390742.0	205.0	-15.0
ITGB1BP1	624421.0	340.0	37.0
ITGB1BP2	728362.0		26.0
NMRK2	2173603.0	207.0	30.0
ITGB2	746455.0	191.0	74.0
ITGB3	965617.0	188.0	19.0
ITGB3BP	130856.0	477.0	5.0
ITGB4	1885370.0	198.0	27.0
ITGB5	330119.0	254.0	40.0
ITGB6	227667.0	212.0	2.0
ITGB7	1703142.0	191.0	52.0
ITGB8	207764.0	550.0	30.0
ITGBL1	26094.0	536.0	-6.0
ITIH1	1193949.0	272.0	49.0
ITIH2	199302.0	528.0	-8.0
ITIH3	1193949.0	272.0	49.0
ITIH4	1193949.0	272.0	49.0
ITIH5	199273.0	528.0	-3.0
ITIH6	257678.0		19.0
ITK	266925.0	1180.0	30.0
ITLN1	1048810.0	583.0	27.0
ITLN2	777836.0	441.0	19.0
ITM2A	13949.0		29.0
ITM2B	340844.0	457.0	36.0
ITM2C	1020678.0	519.0	45.0
ITPA	997984.0	255.0	52.0
ITPK1	326946.0	326.0	35.0
ITPKA	820644.0	237.0	37.0
ITPKB	508274.0	407.0	19.0
ITPKC	1127178.0	201.0	27.0
ITPR1	290645.0	395.0	19.0
ITPR2	359658.0	548.0	22.0
ITPR3	1401905.0	205.0	38.0
ITPRIP	293891.0	376.0	8.0
ITPRIPL1	904852.0	213.0	43.0
ITPRIPL2	799976.0	275.0	20.0
ITSN1	921622.0	370.0	44.0
ITSN2	380538.0	378.0	37.0
IVD	880617.0	184.0	45.0
IVL	59999.0	804.0	12.0
IVNS1ABP	325191.0	535.0	-10.0
IWS1	471209.0	229.0	30.0
IYD	286182.0	334.0	29.0
IZUMO1	1635420.0	190.0	44.0
JAG1	165910.0	431.0	-28.0
JAG2	872033.0	260.0	25.0
JAGN1	950574.0	170.0	54.0
JAK1	269434.0	396.0	-5.0
JAK2	255685.0	634.0	28.0
JAK3	1216364.0	212.0	37.0
JAKMIP1	366026.0	678.0	41.0
JAKMIP2	102729.0	642.0	-4.0
JAKMIP3	146849.0	592.0	-12.0
JAM2	534549.0	723.0	26.0
JAM3	270247.0	601.0	6.0
JARID2	86503.0	782.0	34.0
JAZF1	292385.0	474.0	14.0
JDP2	758517.0	239.0	44.0
JHDM1D	462584.0	624.0	29.0
JKAMP	168237.0	606.0	12.0
JMJD1C	226859.0	712.0	23.0
JMJD4	595623.0	459.0	1.0
KDM8	227767.0	448.0	27.0
JMJD6	827288.0	206.0	22.0
JMJD7			
JMJD7-PLA2G4B	874211.0	259.0	40.0
JMJD8	1207790.0	194.0	33.0
JMY	166218.0	588.0	35.0
JOSD1	1056349.0	262.0	45.0
JOSD2	762018.0	517.0	35.0
JPH1	236544.0	478.0	-15.0
JPH2	526607.0	344.0	21.0
JPH3	594064.0	251.0	23.0
JPH4	1250373.0	553.0	35.0
JRK	384374.0	412.0	23.0
JRKL	272651.0	489.0	14.0
JSRP1	1603571.0	240.0	27.0
JTB	2028800.0	222.0	34.0
AJUBA	1240941.0	185.0	38.0
JUN	300720.0	419.0	5.0
JUNB	1937827.0	226.0	32.0
JUND	1178047.0	210.0	43.0
JUP	1760409.0	175.0	35.0
KAAG1	390563.0	612.0	-3.0
KAL1	16107.0		-30.0
KALRN	315141.0	549.0	32.0
KANK1	136434.0	548.0	16.0
KANK2	1749900.0	233.0	33.0
KANK3	752886.0	204.0	7.0
KANK4	280646.0	378.0	0.0
KARS	449343.0	354.0	18.0
KAT2A	2171374.0	206.0	37.0
KAT2B	102581.0	583.0	4.0
KAT5	4131934.0	202.0	53.0
KATNA1	437046.0	210.0	41.0
KATNAL1	288583.0	374.0	48.0
KATNAL2	120136.0	561.0	12.0
KATNB1	712945.0	168.0	34.0
KAZN	163077.0	802.0	9.0
KAZALD1	469702.0	221.0	52.0
KLHL41	370890.0	418.0	22.0
KBTBD12	727461.0	390.0	49.0
KBTBD13	688371.0	189.0	44.0
KBTBD2	373657.0	264.0	15.0
KBTBD3	86519.0	753.0	-16.0
KBTBD4	995645.0	214.0	31.0
KLHL40	369022.0	329.0	34.0
KBTBD6	314264.0	337.0	66.0
KBTBD7	314264.0	337.0	66.0
KBTBD8	99545.0	940.0	13.0
KCMF1	926772.0	202.0	23.0
KCNA1	260795.0	903.0	12.0
KCNA10	435777.0	589.0	29.0
KCNA2	479017.0	640.0	21.0
KCNA3	318208.0	730.0	22.0
KCNA4	30326.0	940.0	-38.0
KCNA5	160467.0	896.0	22.0
KCNA6	277089.0	903.0	16.0
KCNA7	2070141.0	200.0	35.0
KCNAB1	502198.0	782.0	4.0
KCNAB2	593369.0	271.0	22.0
KCNAB3	1794630.0	337.0	33.0
KCNB1	1002860.0	392.0	54.0
KCNB2	110047.0	904.0	-11.0
KCNC1	499802.0	582.0	19.0
KCNC2	175202.0	822.0	-31.0
KCNC3	1072052.0	528.0	26.0
KCNC4	532510.0	400.0	38.0
KCND1	834590.0		41.0
KCND2	49438.0	962.0	7.0
KCND3	320241.0	623.0	23.0
KCNE1	381338.0	502.0	16.0
KCNE1L	203975.0		36.0
KCNE2	410767.0	518.0	61.0
KCNE3	633655.0	283.0	23.0
KCNE4	279069.0	585.0	3.0
KCNF1	668276.0	514.0	23.0
KCNG1	449718.0	474.0	23.0
KCNG2	323907.0	509.0	-22.0
KCNG3	254123.0	368.0	24.0
KCNG4	582429.0	364.0	12.0
KCNH1	153525.0	862.0	-7.0
KCNH2	775233.0	547.0	25.0
KCNH3	2227486.0	224.0	53.0
KCNH4	2129732.0	206.0	30.0
KCNH5	68312.0	704.0	-32.0
KCNH6	934619.0	247.0	-1.0
KCNH7	70298.0	965.0	-6.0
KCNH8	25033.0	1018.0	-14.0
KCNIP1	52578.0	618.0	31.0
KCNIP2	865397.0	335.0	45.0
KCNIP3	246871.0	498.0	14.0
KCNIP4	35439.0	1264.0	3.0
KCNJ1	194422.0	602.0	1.0
KCNJ10	829863.0	386.0	17.0
KCNJ11	454503.0	598.0	14.0
KCNJ12	405028.0	480.0	-60.0
KCNJ13	325071.0	328.0	33.0
KCNJ14	1418188.0	209.0	41.0
KCNJ15	109140.0	246.0	56.0
KCNJ16	32643.0	589.0	-53.0
KCNJ2	31424.0	614.0	-44.0
KCNJ3	15788.0	1135.0	7.0
KCNJ4	1466610.0	215.0	23.0
KCNJ5	194422.0	602.0	1.0
KCNJ6	253563.0	541.0	36.0
KCNJ8	501891.0	984.0	-9.0
KCNJ9	829863.0	386.0	17.0
KCNK1	135142.0	419.0	12.0
KCNK10	131280.0	834.0	-23.0
KCNK12	791803.0	516.0	25.0
KCNK13	300869.0	604.0	12.0
KCNK15	890596.0	168.0	46.0
KCNK16	190767.0	749.0	31.0
KCNK17	190767.0	749.0	31.0
KCNK18	202100.0	640.0	4.0
KCNK2	363438.0	818.0	-28.0
KCNK3	1198614.0	300.0	41.0
KCNK4	1613996.0	257.0	65.0
KCNK5	181911.0	634.0	29.0
KCNK6	1467279.0	253.0	0.0
KCNK7	3945819.0	202.0	45.0
KCNK9	62115.0	562.0	5.0
KCNMA1	116099.0	807.0	3.0
KCNMB1	55692.0	614.0	41.0
KCNMB2	144490.0	882.0	-8.0
KCNMB3	412428.0	641.0	14.0
KCNMB4	148192.0	547.0	-7.0
KCNN1	1328847.0	217.0	35.0
KCNN2	7106.0	987.0	0.0
KCNN3	1958370.0	559.0	34.0
KCNN4	452493.0	192.0	-2.0
KCNQ1	812471.0	589.0	39.0
KCNQ2	1314528.0	298.0	49.0
KCNQ3	163210.0	970.0	-6.0
KCNQ4	428440.0	188.0	32.0
KCNQ5	648013.0	975.0	15.0
KCNRG	337743.0	357.0	44.0
KCNS1	865186.0	324.0	46.0
KCNS2	440962.0	550.0	28.0
KCNS3	143212.0	1197.0	6.0
KCNT1	404991.0	494.0	38.0
KCNT2	37679.0	1035.0	-24.0
KCNU1	7048.0	474.0	-36.0
KCNV1	102383.0	890.0	-18.0
KCNV2	158557.0	682.0	-5.0
KCTD1	173654.0	429.0	31.0
KCTD10	434920.0	420.0	38.0
KCTD11	1911735.0	206.0	36.0
KCTD12	202176.0	734.0	11.0
KCTD13			
KCTD14	556958.0	209.0	38.0
KCTD15	680604.0	598.0	-26.0
KCTD16	38690.0	643.0	-2.0
KCTD17	699535.0	379.0	44.0
KCTD18	542097.0	378.0	26.0
KCTD19	1201743.0	142.0	56.0
KCTD2	1111289.0	171.0	31.0
KCTD20	994811.0	148.0	35.0
KCTD21	551110.0	208.0	23.0
KCTD3	82180.0	597.0	-30.0
KCTD4	613630.0	276.0	60.0
KCTD5	1803069.0	200.0	47.0
KCTD6	567081.0	265.0	35.0
KCTD7	615008.0	246.0	43.0
KCTD8	73476.0	1109.0	-10.0
KCTD9	178615.0	515.0	22.0
KDELC1	195534.0	475.0	24.0
KDELC2	383210.0	579.0	11.0
KDELR1	1478750.0	217.0	36.0
KDELR2			
KDELR3	1466610.0	215.0	23.0
KDM1A	715760.0	153.0	29.0
KDM1B	477756.0	397.0	1.0
KDM2A	1502318.0	162.0	42.0
KDM2B	650760.0	244.0	46.0
KDM3A	625501.0	424.0	22.0
KDM3B	1254629.0	209.0	42.0
KDM4A	939679.0	209.0	34.0
KDM4B	993857.0	258.0	26.0
KDM4C	153801.0	838.0	14.0
KDM4D	304973.0	513.0	-12.0
KDM5A	305933.0	480.0	27.0
KDM5B	463071.0	378.0	35.0
KDM5C	877207.0		80.0
KDM5D	0.0	0.0	0.0
KDM6A	59340.0		36.0
KDM6B	2148615.0	337.0	24.0
KDR	175189.0	706.0	3.0
KDSR	201946.0	278.0	77.0
KEAP1	1996822.0	207.0	30.0
KEL	294033.0	676.0	2.0
KERA	21995.0	523.0	-17.0
KHDC1	742452.0	565.0	13.0
KHDRBS1	1216050.0	133.0	33.0
KHDRBS2	1561.0	1153.0	-32.0
KHDRBS3	16039.0	1124.0	-24.0
KHK	1214097.0	238.0	50.0
KHNYN	897668.0	265.0	29.0
KHSRP	865106.0	219.0	33.0
KIAA0020	137713.0	763.0	16.0
EMC1	788190.0	448.0	30.0
KIAA0100	1651143.0	225.0	31.0
KIAA0101	766091.0	263.0	33.0
KIAA0141	696239.0	321.0	48.0
SPIDR	918018.0	606.0	6.0
IST1	471197.0	218.0	31.0
GSE1	422186.0	213.0	37.0
KIAA0195	1928925.0	195.0	19.0
KIAA0196	489847.0	520.0	25.0
KIAA0226	560122.0	252.0	50.0
KIAA0232	500642.0	179.0	50.0
GLTSCR1L	1023102.0	187.0	38.0
KIAA0247	600813.0	299.0	44.0
CEP170B	855494.0	247.0	41.0
AREL1	900799.0	207.0	42.0
KIAA0319	417813.0	373.0	19.0
KIAA0319L	956500.0	451.0	27.0
KIAA0355	662469.0	216.0	-1.0
KIAA0368	366471.0	419.0	28.0
KIAA0391	586870.0	321.0	38.0
TTI1	599934.0	303.0	49.0
KIAA0408	151114.0	811.0	-10.0
AP5Z1	479282.0	523.0	22.0
CTIF	99954.0	406.0	51.0
KIAA0430	538786.0	282.0	29.0
KIAA0467	1066191.0	239.0	31.0
EFCAB14	615653.0	417.0	20.0
KIAA0495	249153.0	341.0	24.0
KIAA0513	517155.0	273.0	32.0
C2CD5	213736.0	811.0	-9.0
KIAA0556	349212.0	620.0	12.0
CEP104	249714.0	412.0	32.0
VWA8	259442.0	557.0	50.0
KIAA0586	290827.0	454.0	33.0
PPP1R26	298554.0	539.0	14.0
ATG13	914919.0	176.0	39.0
CLUH	561252.0	218.0	18.0
TESPA1	246749.0	748.0	11.0
KIAA0753	462930.0	285.0	10.0
KIAA0754			
UFL1	105478.0	1376.0	-1.0
SOGA2	276661.0	394.0	22.0
ATG14	739675.0	256.0	39.0
MAU2	920442.0	232.0	2.0
KIAA0895	342379.0	285.0	17.0
KIAA0895L	1109491.0	150.0	46.0
KIAA0907	1988461.0	174.0	32.0
ZSWIM8	1009357.0	191.0	42.0
KIAA0922	188087.0	454.0	39.0
KIAA0947	89016.0	648.0	-14.0
KIAA1009	51818.0	807.0	-15.0
KIAA1012	416975.0	489.0	28.0
KIAA1024	261814.0	789.0	13.0
KIAA1033	237030.0	387.0	34.0
KIAA1045	676166.0	394.0	23.0
KIAA1109	325000.0	770.0	8.0
KIAA1143	433853.0	426.0	27.0
KIAA1147	213663.0	781.0	17.0
KIAA1161	478815.0	302.0	38.0
KIAA1191	549164.0	427.0	28.0
KIAA1199	265840.0	460.0	2.0
KIAA1210	556208.0		8.0
KIAA1211	460708.0	489.0	17.0
KIAA1217	136799.0	839.0	-15.0
KIAA1244	341233.0	545.0	21.0
KIAA1257	1149132.0	379.0	52.0
KIAA1267	388537.0	357.0	21.0
PALD1	549709.0	487.0	39.0
KIAA1279	860888.0	246.0	52.0
KANSL3	889428.0	234.0	44.0
KIAA1324	994979.0	215.0	25.0
KIAA1324L	154470.0	1087.0	-7.0
KIAA1328	99312.0	893.0	-1.0
FAM214A	421095.0	345.0	21.0
KIAA1377	418167.0	411.0	-19.0
MAP10	134159.0	644.0	-2.0
KIAA1407	438696.0	487.0	29.0
UNC79	321756.0	678.0	21.0
KIAA1429	534075.0	405.0	36.0
KIAA1430	316425.0	530.0	37.0
KIAA1432	311104.0	473.0	36.0
KIAA1462	184440.0	520.0	12.0
KIAA1467	697100.0	196.0	7.0
KIAA1468	133045.0	374.0	40.0
NYAP2	17102.0	517.0	-4.0
KIAA1522	1339617.0	195.0	26.0
KIAA1524	214268.0	867.0	2.0
CCDC180	378658.0	528.0	34.0
UVSSA	1018381.0	507.0	41.0
FAM214B	1108514.0	411.0	41.0
CAMSAP3	611341.0	384.0	33.0
KIAA1549	482191.0	289.0	18.0
KIAA1586	431412.0	348.0	29.0
KIAA1598	202512.0	533.0	-14.0
TLDC1	584311.0	285.0	14.0
KIAA1614	232445.0	398.0	15.0
EPG5	385282.0	380.0	41.0
KIAA1644	218812.0	280.0	16.0
KIAA1683	1178047.0	210.0	43.0
GPALPP1	685405.0	245.0	40.0
CEP44	63527.0	647.0	11.0
KIAA1715	237188.0	967.0	11.0
KIAA1737	520205.0	235.0	60.0
KIAA1751	1343607.0	233.0	33.0
KIAA1755	499325.0	245.0	60.0
FOCAD	125322.0	525.0	20.0
MLK4	146614.0	392.0	5.0
MSANTD4	84555.0	890.0	-19.0
KIAA1841	631979.0	302.0	30.0
KIAA1919	364757.0	424.0	30.0
PPP1R18	2115149.0	171.0	41.0
KIAA1958	459178.0	374.0	11.0
KIAA1967	757216.0	224.0	45.0
KIAA1984	1910405.0	176.0	41.0
KIAA2013	519155.0	207.0	43.0
KIAA2018	453036.0	419.0	24.0
KIAA2022	251853.0		7.0
KIAA2026	349735.0	317.0	26.0
KIDINS220	280134.0	559.0	14.0
KIF11	347309.0	312.0	20.0
KIF12	244063.0	558.0	0.0
KIF13A	495244.0	363.0	1.0
KIF13B	333305.0	417.0	42.0
KIF14	361992.0	370.0	7.0
KIF15	434707.0	426.0	26.0
KIF16B	108352.0	867.0	-26.0
KIF17	632832.0	208.0	35.0
KIF18A	316347.0	482.0	-11.0
KIF18B	1037808.0	191.0	34.0
KIF19	362227.0	433.0	-8.0
KIF1A	1094176.0	446.0	29.0
KIF1B	712477.0	306.0	25.0
KIF1C	1399774.0	343.0	26.0
KIF20A	1127160.0	314.0	50.0
KIF20B	202048.0	401.0	23.0
KIF21A	76823.0	675.0	-19.0
KIF21B	552427.0	490.0	32.0
KIF22			
KIF23	307077.0	298.0	19.0
KIF24	596029.0	186.0	43.0
KIF25	142012.0	702.0	-17.0
KIF26A	655915.0	468.0	32.0
KIF26B	609429.0	825.0	-5.0
KIF27	464240.0	285.0	5.0
KIF2A	176808.0	575.0	33.0
KIF2B	930.0	1125.0	-86.0
KIF2C	574317.0	191.0	43.0
KIF3A	717412.0	356.0	59.0
KIF3B	920221.0	146.0	58.0
KIF3C	597475.0	166.0	40.0
KIF4A	243320.0		45.0
KIF4B	516166.0	461.0	38.0
KIF5A	1347795.0	303.0	44.0
KIF5B	360559.0	166.0	29.0
KIF5C	87934.0	682.0	0.0
KIF6	77217.0	940.0	26.0
KIF7	804572.0	319.0	27.0
KIF9	816399.0	242.0	46.0
KIFAP3	181109.0	743.0	2.0
KIFC1	1441897.0	236.0	31.0
KIFC2	2043455.0	200.0	36.0
KIFC3	691782.0	148.0	29.0
KIN	199265.0	447.0	4.0
KIR2DL1			
KIR2DL3	1155455.0	625.0	-10.0
KIR2DL4	987531.0	620.0	-23.0
KIR2DS4	987531.0	620.0	-23.0
KIR3DL1	987531.0	620.0	-23.0
KIR3DL2	987531.0	620.0	-23.0
KIR3DL3	1155455.0	625.0	-10.0
KIR3DP1	1071493.0	620.0	-17.0
KIRREL	120128.0	589.0	13.0
KIRREL2	1060028.0	321.0	47.0
KIRREL3	311236.0	849.0	9.0
KISS1	557652.0	370.0	34.0
KISS1R	2292363.0	206.0	44.0
KIT	92734.0	649.0	0.0
KITLG	144795.0	419.0	-29.0
KL	209854.0	595.0	23.0
KLB	648710.0	177.0	43.0
KLC1	816643.0	204.0	41.0
KLC2	2133752.0	236.0	53.0
KLC3	1280459.0	215.0	23.0
KLC4	1239021.0	301.0	42.0
KLF1	1937827.0	226.0	32.0
KLF10	528975.0	178.0	42.0
KLF11	922437.0	234.0	42.0
KLF12	32882.0	755.0	41.0
KLF13	204790.0	324.0	35.0
KLF14	241201.0	399.0	35.0
KLF15	181307.0	600.0	34.0
KLF16	2226995.0	214.0	26.0
KLF17	865527.0	167.0	38.0
KLF2	785109.0	258.0	12.0
KLF3	294258.0	364.0	39.0
KLF4	255934.0	434.0	-14.0
KLF5	274388.0	328.0	28.0
KLF6	129035.0	476.0	2.0
KLF7	207002.0	598.0	20.0
KLF8	111210.0		1.0
KLF9	167186.0	278.0	1.0
KLHDC1	627751.0	342.0	18.0
KLHDC10	428896.0	266.0	37.0
KLHDC2	642923.0	342.0	12.0
KLHDC3	1200368.0	259.0	40.0
KLHDC4	594175.0	251.0	28.0
KLHL42	349689.0	387.0	11.0
KLHDC7A	276385.0	648.0	15.0
KLHDC7B	1075525.0	207.0	42.0
KLHDC8A	662921.0	249.0	41.0
KLHDC8B	1812695.0	203.0	45.0
KLHDC9	689033.0	250.0	23.0
KLHL1	4513.0	1341.0	-27.0
KLHL10	1809123.0	171.0	34.0
KLHL11	1857838.0	191.0	33.0
KLHL12	422793.0	318.0	28.0
KLHL13	57664.0		-2.0
KLHL14	213836.0	913.0	-12.0
KLHL15	528219.0		41.0
KLHL17	1911331.0	239.0	9.0
KLHL18	872055.0	242.0	49.0
KLHL2	171218.0	540.0	5.0
KLHL20	440130.0	417.0	5.0
KLHL21	628180.0	259.0	38.0
KLHL22	542099.0	326.0	28.0
KLHL23	342296.0	393.0	35.0
KLHL24	1124894.0	463.0	32.0
KLHL25	159493.0	592.0	-11.0
KLHL26	1397040.0	222.0	33.0
KLHL28	228561.0	481.0	-22.0
KLHL3	406828.0	409.0	26.0
KLHL30	428658.0	356.0	29.0
KLHL31	306333.0	404.0	20.0
KLHL32	123818.0	1288.0	-2.0
KLHL34	93001.0		7.0
KLHL35	587975.0	205.0	39.0
KLHL36	567037.0	187.0	33.0
KLHL38	517269.0	192.0	22.0
KLHL4	34243.0		-31.0
KLHL5	497247.0	209.0	46.0
KLHL6	712779.0	593.0	32.0
KLHL7	792869.0	218.0	25.0
KLHL8	271051.0	327.0	43.0
KLHL9	232155.0	466.0	-14.0
KLK1	655673.0	589.0	25.0
KLK10	490795.0	632.0	22.0
KLK11	490795.0	632.0	22.0
KLK12	490795.0	632.0	22.0
KLK13	490795.0	632.0	22.0
KLK14	490795.0	632.0	22.0
KLK15	655673.0	589.0	25.0
KLK2	655673.0	589.0	25.0
KLK3	655673.0	589.0	25.0
KLK4	581408.0	606.0	29.0
KLK5	581408.0	606.0	29.0
KLK6	581408.0	606.0	29.0
KLK7	581408.0	606.0	29.0
KLK8	536101.0	606.0	25.0
KLK9	490795.0	632.0	22.0
KLKB1	371112.0	606.0	-2.0
PPP1R21	168167.0	780.0	24.0
KLRB1	264317.0	618.0	7.0
KLRC1	382960.0	334.0	1.0
KLRC2	378365.0	334.0	0.0
KLRC3	378365.0	334.0	0.0
KLRC4	378365.0	334.0	0.0
KLRD1	406053.0	331.0	1.0
KLRF1	226318.0	648.0	33.0
KLRG1	301954.0	416.0	11.0
KLRG2	568414.0	428.0	26.0
KLRK1	378365.0	334.0	0.0
KMO	171933.0	382.0	-17.0
KNCN	608423.0	266.0	25.0
KNDC1	318075.0	452.0	-11.0
KNG1	463823.0	395.0	37.0
KNTC1	917926.0	215.0	37.0
KPNA1	413070.0	404.0	34.0
KPNA2	779255.0	283.0	1.0
KPNA3	422339.0	296.0	51.0
KPNA4	444964.0	408.0	21.0
KPNA5	244987.0	581.0	14.0
KPNA6	1351816.0	218.0	27.0
KPNB1	1198427.0	217.0	24.0
KPRP	64902.0	818.0	18.0
KPTN	797690.0	276.0	38.0
KRAS	259193.0	512.0	16.0
KRBA1	471461.0	615.0	29.0
KRBA2	772200.0	257.0	20.0
KRCC1	169985.0	543.0	5.0
KREMEN1	794944.0	335.0	-4.0
KREMEN2	1443513.0	234.0	49.0
KRI1	2036812.0	226.0	23.0
KRIT1	707455.0	454.0	27.0
KRR1	513610.0	524.0	-10.0
KRT1	1441383.0	464.0	29.0
KRT10	836683.0	269.0	-10.0
KRT12	1036346.0	358.0	5.0
KRT13	1445853.0	325.0	-22.0
KRT14	1494501.0	323.0	11.0
KRT15	1445853.0	325.0	-22.0
KRT16	1494501.0	323.0	11.0
KRT17	1494501.0	323.0	11.0
KRT18	1635177.0	181.0	43.0
KRT19	1445853.0	325.0	-22.0
KRT2	1441383.0	464.0	29.0
KRT20	1036346.0	358.0	5.0
KRT222	953708.0	269.0	13.0
KRT23	1036346.0	358.0	5.0
KRT24	953708.0	269.0	13.0
KRT25	836683.0	269.0	-10.0
KRT26	836683.0	269.0	-10.0
KRT27	836683.0	269.0	-10.0
KRT28	836683.0	269.0	-10.0
KRT3	1444461.0	422.0	38.0
KRT31	1321356.0	424.0	-6.0
KRT32	1445853.0	325.0	-22.0
KRT33A	1321356.0	424.0	-6.0
KRT33B	1321356.0	424.0	-6.0
KRT34	1321356.0	424.0	-6.0
KRT35	1445853.0	325.0	-22.0
KRT36	1445853.0	325.0	-22.0
KRT37	1321356.0	424.0	-6.0
KRT38	1321356.0	424.0	-6.0
KRT39	977588.0	404.0	10.0
KRT4	1781225.0	288.0	27.0
KRT40	977588.0	404.0	10.0
KRT5	1280474.0	464.0	36.0
